Number,Ticker,KoreanTicker
742,HLIO,헬리오스 테크놀로지스
743,ACCD,애콜레이드
744,HUBG,허브 그룹 Class A
745,BANF,뱅크퍼스트
746,THRM,젠섬
747,GBT,글로벌 블러드 테라퓨틱스
748,TOWN,타운 은행
749,GRWG,그로우제너레이션
750,SATS,에코스타 Class A
751,CSIQ,커네디언 솔라
752,MNRO,먼로
753,AXNX,악소닉스 모듈레이션 테크놀로지
754,IPAR,인터 파퓸스
755,OM,아웃셋 메디컬
756,EDIT,에디타스 메디신
757,BTRS,BTRS 홀딩스
758,CENTA,센트럴 가든 앤드 펫 Class A
759,TIL,인스틸 바이오
760,VRRM,베라 모빌리티 Class A
761,XNCR,젠코
762,NMRK,뉴마크 그룹 Class A
763,BCRX,바이오크리스트 파마슈티컬스
764,CRTO,크리테오 SA ADR
765,HCAT,헬스 카탈리스트
766,PATK,패트릭 인더스트리스
767,SIMO,실리콘 모션 테크놀로지 ADR
768,SCPL,싸이플레이 Class A
769,ZNTL,젠테일스 파마슈티컬
770,SASR,샌디 스프링 뱅코프
771,TBK,트라이엄프 뱅코프
772,VLDR,벨로다인 라이다
773,MDRX,올스크립트 헬스케어 솔루션스
774,HCSG,헬스케어 서비스 그룹
775,PRFT,퍼피션트
776,EVOP,EVO 페이먼츠 Class A
777,MVIS,마이크로비전
778,CTRE,케어트러스트 리츠
